T 1790155035864460 rel=0.029 pid=1084436 tid=1084436 WRAP_INIT exe=/home/links-dev/.dotnet/dotnet
T 1790155035919235 rel=54.805 pid=1084436 tid=1084436 PROTO fd=52 n=12 op0=108 head=6c 00 0b 00 00 00 00 00 00 00 00 00  | chain: [hook] <- xwrap.so+0x3189 <- writev@xwrap.so+0xd8 <- libxcb.so.1+0xca53 <- libxcb.so.1+0xcb20 <- xcb_connect_to_fd@libxcb.so.1+0x2d3 <- xcb_connect_to_display_with_auth_info@libxcb.so.1+0x284 <- _XConnectXCB@libX11.so.6+0x1ba <- XOpenDisplay@libX11.so.6+0xb9 <- wpf_x11_ensure@libwpfwin32.so+0xe6 <- ld-linux-x86-64.so.2+0x647e <- ld-linux-x86-64.so.2+0x6568
T 1790155035919465 rel=55.034 pid=1084436 tid=1084436 PROTO fd=52 n=20 op0=98 head=62 00 05 00 0c 00 00 00 42 49 47 2d 52 45 51 55 45 53 54 53  | chain: [hook] <- xwrap.so+0x3189 <- writev@xwrap.so+0xd8 <- libxcb.so.1+0xca53 <- libxcb.so.1+0xcb20 <- libxcb.so.1+0xcd77 <- libxcb.so.1+0xcf55 <- xcb_wait_for_reply@libxcb.so.1+0x65 <- xcb_get_extension_data@libxcb.so.1+0x93 <- xcb_prefetch_maximum_request_length@libxcb.so.1+0x4f <- xcb_get_maximum_request_length@libxcb.so.1+0x25 <- XOpenDisplay@libX11.so.6+0xa7c
T 1790155035919632 rel=55.202 pid=1084436 tid=1084436 PROTO fd=52 n=4 op0=133 head=85 00 01 00  | chain: [hook] <- xwrap.so+0x3189 <- writev@xwrap.so+0xd8 <- libxcb.so.1+0xca53 <- libxcb.so.1+0xcb20 <- libxcb.so.1+0xcd77 <- libxcb.so.1+0xcf55 <- xcb_wait_for_reply@libxcb.so.1+0x65 <- xcb_get_maximum_request_length@libxcb.so.1+0x60 <- XOpenDisplay@libX11.so.6+0xa7c <- wpf_x11_ensure@libwpfwin32.so+0xe6 <- ld-linux-x86-64.so.2+0x647e
T 1790155035919849 rel=55.418 pid=1084436 tid=1084436 PROTO fd=52 n=44 op0=55 head=37 00 05 00 00 00 c0 00 0d 05 00 00 08 00 00 00 ff ff ff 00 14 00 06 00 0d 05 00 00 17 00 00 00 1f 00 00 00 00 00 00 00 00 e1 f5 05  | chain: [hook] <- xwrap.so+0x3189 <- writev@xwrap.so+0xd8 <- libxcb.so.1+0xca53 <- libxcb.so.1+0xcb20 <- xcb_writev@libxcb.so.1+0x48 <- _XSend@libX11.so.6+0x15e <- _XReply@libX11.so.6+0x81 <- XOpenDisplay@libX11.so.6+0xbc1 <- wpf_x11_ensure@libwpfwin32.so+0xe6 <- ld-linux-x86-64.so.2+0x647e <- ld-linux-x86-64.so.2+0x6568
T 1790155035920080 rel=55.649 pid=1084436 tid=1084436 PROTO fd=52 n=20 op0=98 head=62 00 05 00 09 00 c0 00 58 4b 45 59 42 4f 41 52 44 00 00 00  | chain: [hook] <- xwrap.so+0x3189 <- writev@xwrap.so+0xd8 <- libxcb.so.1+0xca53 <- libxcb.so.1+0xcb20 <- xcb_writev@libxcb.so.1+0x48 <- _XSend@libX11.so.6+0x15e <- XQueryExtension@libX11.so.6+0xa5 <- XInitExtension@libX11.so.6+0x37 <- XkbUseExtension@libX11.so.6+0x164 <- XOpenDisplay@libX11.so.6+0xbf9 <- wpf_x11_ensure@libwpfwin32.so+0xe6
T 1790155035920210 rel=55.779 pid=1084436 tid=1084436 PROTO fd=52 n=8 op0=135 head=87 00 02 00 01 00 00 00  | chain: [hook] <- xwrap.so+0x3189 <- writev@xwrap.so+0xd8 <- libxcb.so.1+0xca53 <- libxcb.so.1+0xcb20 <- xcb_writev@libxcb.so.1+0x48 <- _XSend@libX11.so.6+0x15e <- _XReply@libX11.so.6+0x81 <- XkbUseExtension@libX11.so.6+0x1c0 <- XOpenDisplay@libX11.so.6+0xbf9 <- wpf_x11_ensure@libwpfwin32.so+0xe6 <- ld-linux-x86-64.so.2+0x647e
T 1790155035920368 rel=55.937 pid=1084436 tid=1084436 PROTO fd=52 n=20 op0=16 head=10 00 05 00 0c 00 00 00 57 4d 5f 50 52 4f 54 4f 43 4f 4c 53  | chain: [hook] <- xwrap.so+0x3189 <- writev@xwrap.so+0xd8 <- libxcb.so.1+0xca53 <- libxcb.so.1+0xcb20 <- xcb_writev@libxcb.so.1+0x48 <- _XSend@libX11.so.6+0x15e <- _XReply@libX11.so.6+0x81 <- XInternAtom@libX11.so.6+0x98 <- wpf_x11_ensure@libwpfwin32.so+0x149 <- ld-linux-x86-64.so.2+0x647e <- ld-linux-x86-64.so.2+0x6568
T 1790155035920530 rel=56.099 pid=1084436 tid=1084436 PROTO fd=52 n=24 op0=16 head=10 00 06 00 10 00 00 00 57 4d 5f 44 45 4c 45 54 45 5f 57 49 4e 44 4f 57  | chain: [hook] <- xwrap.so+0x3189 <- writev@xwrap.so+0xd8 <- libxcb.so.1+0xca53 <- libxcb.so.1+0xcb20 <- xcb_writev@libxcb.so.1+0x48 <- _XSend@libX11.so.6+0x15e <- _XReply@libX11.so.6+0x81 <- XInternAtom@libX11.so.6+0x98 <- wpf_x11_ensure@libwpfwin32.so+0x161 <- ld-linux-x86-64.so.2+0x647e <- ld-linux-x86-64.so.2+0x6568
T 1790155035920689 rel=56.259 pid=1084436 tid=1084436 PROTO fd=52 n=20 op0=16 head=10 00 05 00 0c 00 00 00 5f 4e 45 54 5f 57 4d 5f 4e 41 4d 45  | chain: [hook] <- xwrap.so+0x3189 <- writev@xwrap.so+0xd8 <- libxcb.so.1+0xca53 <- libxcb.so.1+0xcb20 <- xcb_writev@libxcb.so.1+0x48 <- _XSend@libX11.so.6+0x15e <- _XReply@libX11.so.6+0x81 <- XInternAtom@libX11.so.6+0x98 <- wpf_x11_ensure@libwpfwin32.so+0x179 <- ld-linux-x86-64.so.2+0x647e <- ld-linux-x86-64.so.2+0x6568
T 1790155035920849 rel=56.419 pid=1084436 tid=1084436 PROTO fd=52 n=20 op0=16 head=10 00 05 00 0b 00 00 00 55 54 46 38 5f 53 54 52 49 4e 47 45  | chain: [hook] <- xwrap.so+0x3189 <- writev@xwrap.so+0xd8 <- libxcb.so.1+0xca53 <- libxcb.so.1+0xcb20 <- xcb_writev@libxcb.so.1+0x48 <- _XSend@libX11.so.6+0x15e <- _XReply@libX11.so.6+0x81 <- XInternAtom@libX11.so.6+0x98 <- wpf_x11_ensure@libwpfwin32.so+0x191 <- ld-linux-x86-64.so.2+0x647e <- ld-linux-x86-64.so.2+0x6568
T 1790155035921031 rel=56.600 pid=1084436 tid=1084436 PROTO fd=52 n=24 op0=16 head=10 00 06 00 0d 00 00 00 5f 4e 45 54 5f 57 4f 52 4b 41 52 45 41 44 4f 57  | chain: [hook] <- xwrap.so+0x3189 <- writev@xwrap.so+0xd8 <- libxcb.so.1+0xca53 <- libxcb.so.1+0xcb20 <- xcb_writev@libxcb.so.1+0x48 <- _XSend@libX11.so.6+0x15e <- _XReply@libX11.so.6+0x81 <- XInternAtom@libX11.so.6+0x98 <- wpf_x11_ensure@libwpfwin32.so+0x1a9 <- ld-linux-x86-64.so.2+0x647e <- ld-linux-x86-64.so.2+0x6568
